LAT,LON,YEAR,MO,DY,RH2M,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,T2M_MIN,T2M_MAX,T2MDEW
34.17651,-118.32919,2020,8,11,28.51,15.32,4.68,4.59,17.64,32.96,4.9
34.17651,-118.32919,2020,8,12,24.61,15.82,5.01,5.11,19.2,35.02,4.83
34.17651,-118.32919,2020,8,13,28.79,12.98,4.29,4.29,22.55,35.53,8.47
34.17651,-118.32919,2020,8,14,30.98,14.52,4.04,4.19,22.67,37.2,10.96
34.17651,-118.32919,2020,8,15,33.47,15.29,3.51,3.95,23.79,39.07,13.14
34.17651,-118.32919,2020,8,16,44.28,12.72,2.92,3.18,24.47,37.2,15.99
34.17651,-118.32919,2020,8,17,35.34,14.43,4.91,5.01,23.39,37.82,12.56
34.17651,-118.32919,2020,8,18,33.99,15.86,4.33,4.55,23.99,39.85,13.15
34.17651,-118.32919,2020,8,19,39.27,14.33,4.29,5.11,24.75,39.07,15.07
34.17651,-118.32919,2020,8,20,34.86,15.59,5.02,4.78,22.99,38.59,12.41
34.17651,-118.32919,2020,8,21,36.7,14.26,5.41,5.48,22.05,36.31,11.95
34.17651,-118.32919,2020,8,22,43.01,11.78,3.81,4.04,22.42,34.21,14.12
34.17651,-118.32919,2020,8,23,55.84,13.24,4.25,3.94,20.5,33.74,17.16
34.17651,-118.32919,2020,8,24,44.3,13.96,5.15,5.32,20.59,34.55,13.59
34.17651,-118.32919,2020,8,25,43.64,13.12,5.24,5.45,20.69,33.81,13.36
34.17651,-118.32919,2020,8,26,39.24,14.4,5.45,5.67,20.04,34.44,11.72
34.17651,-118.32919,2020,8,27,32.73,15.38,5.47,5.59,20.58,35.96,9.44
34.17651,-118.32919,2020,8,28,27.97,13.57,4.73,4.52,19.28,32.85,5.4
34.17651,-118.32919,2020,8,29,34.54,15.21,4.44,3.95,16.64,31.85,6.57
34.17651,-118.32919,2020,8,30,39.62,16.08,3.97,3.54,15.61,31.7,8.07
34.17651,-118.32919,2020,8,31,45.65,14.89,4.73,4.52,14.97,29.87,9.23
34.17651,-118.32919,2020,9,1,46.8,16.02,3.89,3.69,14.89,30.91,9.91
34.17651,-118.32919,2020,9,2,44.02,17.45,4.47,4.59,16.13,33.58,10.96
34.17651,-118.32919,2020,9,3,39.73,18.04,3.93,4.06,17.98,36.02,11.26
34.17651,-118.32919,2020,9,4,32.15,17.3,3.34,3.08,20.12,37.43,10.14
34.17651,-118.32919,2020,9,5,19.31,16.83,2.54,5.04,24.71,41.54,6.9
34.17651,-118.32919,2020,9,6,18.04,15.27,2.64,5.27,27.35,42.62,6.74
34.17651,-118.32919,2020,9,7,33.85,16.4,3.05,3.47,22.72,39.12,11.75
34.17651,-118.32919,2020,9,8,36.74,11.48,5.44,7.06,19.87,31.35,8.76
34.17651,-118.32919,2020,9,9,21.44,11.86,5.43,8.11,18.47,30.33,0.14
34.17651,-118.32919,2020,9,10,23.36,13.44,2.41,3.69,17.37,30.81,1.67
34.17651,-118.32919,2020,9,11,24.7,14.19,2.18,3.21,17.59,31.78,2.81
34.17651,-118.32919,2020,9,12,29.12,14.35,2.72,3.48,18.64,32.99,5.6
34.17651,-118.32919,2020,9,13,31.18,13.31,3.59,4.23,18.75,32.06,5.99
34.17651,-118.32919,2020,9,14,29.97,12.54,3.88,4.21,19.9,32.44,6.42
34.17651,-118.32919,2020,9,15,28.19,11.69,3.48,3.94,20.29,31.98,5.24
34.17651,-118.32919,2020,9,16,23.87,15.36,3.53,4.25,18.65,34.01,3.29
34.17651,-118.32919,2020,9,17,24.13,15.15,2.86,3.04,18.8,33.95,3.63
34.17651,-118.32919,2020,9,18,32.23,13.91,5.35,6.45,20.21,34.11,8.37
34.17651,-118.32919,2020,9,19,36.94,13.68,4.08,4.18,18.32,32,8.43
34.17651,-118.32919,2020,9,20,39.23,15.22,4.44,4.43,15.91,31.13,7.94
34.17651,-118.32919,2020,9,21,38.87,12.95,3.94,3.92,17.22,30.17,7.61
34.17651,-118.32919,2020,9,22,34.43,14.07,4.42,4.48,17.12,31.2,6.4
34.17651,-118.32919,2020,9,23,34.13,16.11,3.92,4.25,16.53,32.63,6.84
34.17651,-118.32919,2020,9,24,33.21,15.86,3.81,3.98,16.96,32.82,6.73
34.17651,-118.32919,2020,9,25,44.16,15.37,3.89,3.35,15.94,31.32,9.77
34.17651,-118.32919,2020,9,26,46.01,16.33,3.13,3.42,15.09,31.42,9.94
34.17651,-118.32919,2020,9,27,43.21,16.8,3.58,4.4,16.02,32.82,10.36
34.17651,-118.32919,2020,9,28,27.79,15.05,7,8.16,18.71,33.76,5.26
34.17651,-118.32919,2020,9,29,18.82,17.34,4.11,5.42,18.85,36.19,1.42
34.17651,-118.32919,2020,9,30,20.03,16.46,3.15,4.93,21.34,37.8,3.36
34.17651,-118.32919,2020,10,1,19.12,16.55,4.21,6.01,20.91,37.46,2.67
34.17651,-118.32919,2020,10,2,22.1,16.99,3.81,6.33,20.15,37.14,3.94
34.17651,-118.32919,2020,10,3,26.79,16.04,3.08,4.57,19.43,35.48,5.38
34.17651,-118.32919,2020,10,4,20.72,13.9,4.15,4.63,20.89,34.79,1.97
34.17651,-118.32919,2020,10,5,22.05,11.18,3.17,4.58,21.47,32.66,2.16
34.17651,-118.32919,2020,10,6,28.37,12.35,3.53,4.03,19.69,32.04,4.96
34.17651,-118.32919,2020,10,7,38.46,13.81,4.43,4.26,16.09,29.89,7.55
34.17651,-118.32919,2020,10,8,61.96,11.26,3.98,4.44,14.38,25.64,11.42
34.17651,-118.32919,2020,10,9,65.39,11.76,3.96,3.96,13.84,25.6,11.91
34.17651,-118.32919,2020,10,10,67.28,10.95,5.09,5.28,14.34,25.29,12.66
34.17651,-118.32919,2020,10,11,56.56,14.69,2.81,5.25,14.02,28.71,11.21
34.17651,-118.32919,2020,10,12,31.82,17.91,4.12,6.76,16.43,34.34,6.52
34.17651,-118.32919,2020,10,13,27.47,15.68,2.07,3.78,19.02,34.7,5.08
34.17651,-118.32919,2020,10,14,26.06,17.1,3.81,5.45,18.03,35.13,4.59
34.17651,-118.32919,2020,10,15,26.41,15.45,3.63,5.55,19.04,34.49,5.1
34.17651,-118.32919,2020,10,16,19,12.8,6.33,7.92,21.2,34.01,0.69
34.17651,-118.32919,2020,10,17,28.19,14.6,4.02,4.85,18.57,33.16,4.64
34.17651,-118.32919,2020,10,18,41.52,14.67,5.04,5.54,16.55,31.22,8.54
34.17651,-118.32919,2020,10,19,40.44,17.12,3.5,3.48,14.49,31.61,7.07
34.17651,-118.32919,2020,10,20,36.75,16.38,3.45,4.5,13.57,29.95,4.97
34.17651,-118.32919,2020,10,21,45.99,13.48,3.53,3.41,13.97,27.45,7.15
34.17651,-118.32919,2020,10,22,70.44,11.68,3.33,3.92,13.13,24.81,12.3
34.17651,-118.32919,2020,10,23,76.49,8.18,2.45,2.69,14.06,22.24,12.97
34.17651,-118.32919,2020,10,24,77.33,7.39,3.62,3.41,13.7,21.09,12.48
34.17651,-118.32919,2020,10,25,74.85,7.38,4.52,4.01,11.62,19,10.48
34.17651,-118.32919,2020,10,26,18.19,9.66,9.96,11.67,8.96,18.62,-10.89
34.17651,-118.32919,2020,10,27,21.91,14.6,7.36,8.93,9.01,23.61,-5.99
34.17651,-118.32919,2020,10,28,31.83,15.64,1.51,1.88,11.07,26.71,0.55
34.17651,-118.32919,2020,10,29,24.92,16.9,4.18,6.15,11.52,28.42,-1.41
34.17651,-118.32919,2020,10,30,25.26,15.2,2.32,4.14,13.63,28.83,-0.31
34.17651,-118.32919,2020,10,31,22.88,17.05,3.66,4.52,12.87,29.92,-1.44
34.17651,-118.32919,2020,11,1,24.22,14.22,3.25,4.91,15.11,29.34,-0.16
34.17651,-118.32919,2020,11,2,35.58,12.7,2.6,3.61,15.29,27.99,4.45
34.17651,-118.32919,2020,11,3,38.57,12.56,2.17,3.2,15.2,27.76,5.28
34.17651,-118.32919,2020,11,4,27.6,17.9,3.65,5.48,13.36,31.27,1.58
34.17651,-118.32919,2020,11,5,23.17,13.74,5.23,8.24,16.99,30.73,0.6
34.17651,-118.32919,2020,11,6,56.29,13.65,5.39,5.67,10.28,23.94,9.09
34.17651,-118.32919,2020,11,7,73.46,5.64,5.82,5.94,6.18,11.82,4.37
34.17651,-118.32919,2020,11,8,69.95,8.42,6.8,6.77,4.07,12.5,3.21
34.17651,-118.32919,2020,11,9,50.19,13.33,2.87,4.39,1.38,14.71,-2.09
34.17651,-118.32919,2020,11,10,43.2,13.65,2.78,3.55,3.77,17.42,-2.12
34.17651,-118.32919,2020,11,11,43.62,13.33,2.47,3.2,6.4,19.74,-0.19
34.17651,-118.32919,2020,11,12,49.83,11.72,3.77,4.59,8.73,20.45,2.61
34.17651,-118.32919,2020,11,13,59.98,11.19,4.56,5.24,8.1,19.3,4.78
34.17651,-118.32919,2020,11,14,52.38,17.38,4.46,5.36,5.82,23.2,3.85
34.17651,-118.32919,2020,11,15,32.03,16.43,3.15,6.78,10.69,27.11,0.05
34.17651,-118.32919,2020,11,16,25.81,16.14,5.62,8.11,12.45,28.58,-1.46
34.17651,-118.32919,2020,11,17,41.33,11.75,4.47,4.51,12.22,23.96,3.35
34.17651,-118.32919,2020,11,18,73.32,9.26,4.36,4.11,10.1,19.36,9.35
34.17651,-118.32919,2020,11,19,54.79,13.47,3.39,3.91,8.77,22.24,5
34.17651,-118.32919,2020,11,20,35.49,11.2,3.29,4.57,11.69,22.89,0.67
34.17651,-118.32919,2020,11,21,33.29,11.83,3.58,4.93,11.59,23.43,-0.12
34.17651,-118.32919,2020,11,22,43.52,12.47,2.91,4.17,10.05,22.53,3.17
34.17651,-118.32919,2020,11,23,61.74,11.89,3.39,3.81,7.09,18.97,4.31
34.17651,-118.32919,2020,11,24,52.08,14,4.13,5.6,5.86,19.87,2.29
34.17651,-118.32919,2020,11,25,59.2,11.7,3.51,3.75,7.31,19.01,4.61
34.17651,-118.32919,2020,11,26,41.46,12.5,4.48,4.51,5.03,17.53,-2.63
34.17651,-118.32919,2020,11,27,25.88,12.36,6.15,6.47,6.12,18.48,-8.37
34.17651,-118.32919,2020,11,28,28.58,14.54,4.73,6.66,5.6,20.15,-6.51
34.17651,-118.32919,2020,11,29,29.12,15.9,3.73,5.24,6.37,22.27,-5.04
34.17651,-118.32919,2020,11,30,27.11,13.54,3.55,6.21,10.3,23.84,-4.04
34.17651,-118.32919,2020,12,1,29,15.67,3.59,4.48,8.41,24.08,-3.56
34.17651,-118.32919,2020,12,2,24.16,12.06,3.69,4.44,9.93,21.99,-6.05
34.17651,-118.32919,2020,12,3,22.91,12.5,6.5,6.59,6.79,19.29,-9.18
34.17651,-118.32919,2020,12,4,22.73,16.06,3.4,5.97,5.16,21.22,-9
34.17651,-118.32919,2020,12,5,25.75,13.7,3,4.85,7.46,21.16,-6.56
34.17651,-118.32919,2020,12,6,23.7,14.75,3.01,4.74,7.21,21.96,-7.17
34.17651,-118.32919,2020,12,7,25.25,10.45,5.28,5.21,8.78,19.23,-6.04
34.17651,-118.32919,2020,12,8,19.13,10.15,5.57,7.02,12.49,22.64,-7.8
34.17651,-118.32919,2020,12,9,34.55,11.48,2.64,3.98,11.08,22.56,-0.37
34.17651,-118.32919,2020,12,10,65.65,11.52,3.18,3.71,6.15,17.67,4.66
34.17651,-118.32919,2020,12,11,68.06,9.39,2.72,2.56,4.86,14.25,2.86
34.17651,-118.32919,2020,12,12,76.12,9.32,6.15,7.42,5.22,14.55,5.03
34.17651,-118.32919,2020,12,13,41.26,12.18,4.32,6.93,5.08,17.26,-2.14
34.17651,-118.32919,2020,12,14,69.24,9.83,4.83,4.54,4.99,14.82,3.55
34.17651,-118.32919,2020,12,15,37.75,11.97,4.95,5.63,5.43,17.4,-3.94
34.17651,-118.32919,2020,12,16,37.62,14.5,4.57,6.2,5.76,20.26,-2.17
34.17651,-118.32919,2020,12,17,68.57,10.12,6.04,6.8,6.62,16.74,5.5
34.17651,-118.32919,2020,12,18,47.16,13.31,3.49,3.93,4.43,17.74,-1.2
34.17651,-118.32919,2020,12,19,33.37,14.13,3.96,6.98,5.84,19.97,-4.64
34.17651,-118.32919,2020,12,20,26.33,16.57,4.46,6.57,7.85,24.42,-5.38
34.17651,-118.32919,2020,12,21,24.94,15.43,5.17,8.27,9.48,24.91,-4.17
34.17651,-118.32919,2020,12,22,56.26,14.32,3.02,5.28,7.02,21.34,4.34
34.17651,-118.32919,2020,12,23,25.18,11.58,6.06,5.99,6.72,18.3,-7.73
34.17651,-118.32919,2020,12,24,23.75,6.36,3.04,4.09,7.73,14.09,-9.25
34.17651,-118.32919,2020,12,25,35.74,12.82,4.06,6.77,6.74,19.56,-2.49
34.17651,-118.32919,2020,12,26,59.6,11.35,4.11,4.64,7.17,18.52,3.81
